X	Y	Y_err
0.0001374994500022	2.66868801521679	0.475279600014865
0.0001624993500026	1.44233288390615	0.493710999181039
0.000187499250003	2.54287570856824	0.509233186154923
0.0002124991500034	1.65034987264723	0.891707958301559
0.0002374990500038	1.74218083050289	0.482557823545079
0.0002624989500042	0.961004057763067	0.380575733716613
0.0002874988500046	1.02295998156003	0.437943948301304
0.000312498750005	0.835777581262727	0.50537701130739
0.0003374986500054	2.12040806433956	0.699519587999322
0.0003624985500058	1.69402178086828	0.47189179892714
0.0003874984500062	1.26843124126449	0.375399113149663
0.0004249983000068	1.36849882885897	0.376903002958918
0.0004749981000076	2.18785978844062	0.347775456738977
0.0005249979000084	1.54371505747419	0.345782029244057
0.0005749977000092	2.0039654083884	0.484144144748819
0.00062499750001	1.4624879738777	0.410157831411409
0.0006749973000108	1.66252889629841	0.322127126684135
0.0007249971000116	1.82766767081076	0.301674628261216
0.0007749969000124	1.62393075814935	0.341713429251594
0.0008249967000132	1.1890679310558	0.336650714705268
0.000874996500014	1.71438726132975	0.566629686086011
0.0009249963000148	1.29185748981193	0.233865835536801
0.0009749961000156	2.16146330968069	0.453920259879676
0.0010249959000164	1.609981648944	0.274540851312239
0.0010749957000172	1.12255858180856	0.264875234101891
0.001124995500018	1.64900864897654	0.437214973265628
0.0011749953000188	1.84675889838963	0.191327625546872
0.00124999500002	1.56961516661697	0.122145025387491
0.0013499946000216	1.82188315525114	0.239604936881326
0.0014499942000232	1.4029529504036	0.214421226992821
0.0015499938000248	1.60837911008133	0.36852001037851
0.0016499934000264	1.22262154464876	0.1390285837429
0.001749993000028	1.28162752370041	0.255128071908162
0.0018499926000296	1.73138055113509	0.341481689759962
0.0019499922000312	1.65188443375125	0.233084162978375
0.0020499918000328	1.42317675795336	0.209754958250056
0.0021499914000344	1.53023955574796	0.201657610842612
0.002249991000036	1.10723982252469	0.25522933727847
0.0023499906000376	1.41349352727162	0.215859659625532
0.0024499902000392	1.51330363922472	0.297101301455275
0.0025499898000408	1.36151542757201	0.200167582577261
0.0026499894000424	1.31661581160243	0.30459540472592
0.002749989000044	2.09208689089291	0.183133029664656
0.0028999884000464	1.25256310013955	0.185121232326209
0.0030999876000496	1.45766291946469	0.145397606364643
0.0032999868000528	1.19757425205434	0.15591737358993
0.003499986000056	1.19089044943481	0.220963365087497
0.0036999852000592	1.40535299778702	0.166171539647037
0.0038999844000624	1.44677509085039	0.14415144043787
0.0040999836000656	1.25950242591813	0.146660010169391
0.0042999828000688	1.31787302190498	0.157855767380976
0.004499982000072	1.14990862211823	0.12292254750879
0.0046999812000752	1.38173879752172	0.151280117183185
0.0048999804000784	0.987069635739722	0.176890359221706
0.0050999796000816	1.51637302800366	0.18538453518361
0.0052999788000848	1.4659404556467	0.171648448385543
0.005499978000088	1.20515043186743	0.116808648630843
0.0056999772000912	1.34224029336692	0.178722848976853
0.0058999764000944	1.42437035690938	0.17120843100711
0.0061999752000992	1.24169605305904	0.128597393623818
0.0065999736001056	1.01343888615062	0.121247067261975
0.006999972000112	1.04925677993825	0.146403370770396
0.0073999704001184	1.23706637480321	0.146180021882278
0.0077999688001248	1.36539757306386	0.126774759711655
0.0081999672001312	1.12173627092984	0.12828609874744
0.0085999656001376	1.13685139512502	0.111351653288249
0.008999964000144	1.08896598096543	0.0915175507187104
0.0093999624001504	1.12237483133821	0.130930094591545
0.0097999608001568	1.05129244628037	0.113534372961428
0.0101999592001632	1.14445885823511	0.088891839903897
0.0105999576001696	1.13213072546448	0.114923884482765
0.010999956000176	1.0139696116433	0.0948672238014342
0.0113999544001824	0.926347618216495	0.143613257933112
0.0117999528001888	0.981711212663771	0.120948703800178
0.0121999512001952	0.957151692314765	0.0845752611357265
0.0127999488002048	0.958601910766411	0.0661626153729119
0.0135999456002176	0.935479204362722	0.0886446073956152
0.0143999424002304	0.952432996104036	0.0546453881842354
0.0151999392002432	1.03357434368358	0.0750213485490079
0.015999936000256	0.938072296673303	0.0533419948709479
0.0167999328002688	0.914274339668484	0.0928454619953435
0.0175999296002816	0.920131498914448	0.0822644727962311
0.0183999264002944	1.00110314842485	0.0871214224694727
0.0191999232003072	0.765930621112259	0.0648621104786077
0.01999992000032	0.872568858750346	0.0861916413427162
0.0207999168003328	0.763730518247682	0.0679015125134566
0.0215999136003456	1.03675254190757	0.0641131354508437
0.0223999104003584	0.834522343780662	0.0863357533796057
0.0231999072003712	0.710869070367905	0.0562395954162194
0.023999904000384	0.814572410322607	0.0771849909592137
0.0247999008003968	0.796955134472042	0.0821085661360216
0.025999896000416	0.709874603779315	0.0586047831317515
