X	Y
0.0001374994500022	3.47042364896132
0.0001624993500026	3.40168529621262
0.000187499250003	2.14554630167588
0.0002124991500034	2.23787851188394
0.0002374990500038	1.4300292315159
0.0002624989500042	1.50607460437882
0.0002874988500046	2.10739579438381
0.000312498750005	1.86571217802142
0.0003374986500054	2.15953409166689
0.0003624985500058	2.50871367926601
0.0003874984500062	1.93396293106557
0.0004249983000068	2.48236319144139
0.0004749981000076	2.89009605602332
0.0005249979000084	1.84845110806552
0.0005749977000092	1.5430488455671
0.00062499750001	2.79960133294125
0.0006749973000108	2.14097859682934
0.0007249971000116	1.23864364552427
0.0007749969000124	2.18321848938506
0.0008249967000132	2.03869839331475
0.000874996500014	1.5329364676651
0.0009249963000148	1.16878360488354
0.0009749961000156	2.0453443638564
0.0010249959000164	2.59572819903851
0.0010749957000172	2.20895860083006
0.001124995500018	2.58350351584802
0.0011749953000188	2.71815156311969
0.00124999500002	2.08908415820203
0.0013499946000216	1.74597103198547
0.0014499942000232	2.02077157408498
0.0015499938000248	1.33431192421388
0.0016499934000264	1.84616244232029
0.001749993000028	1.05070959761823
0.0018499926000296	1.82136878823747
0.0019499922000312	1.67442983603882
0.0020499918000328	2.53392424135454
0.0021499914000344	1.29645333060543
0.002249991000036	1.71012391413944
0.0023499906000376	1.14858213082017
0.0024499902000392	1.46617533621989
0.0025499898000408	1.323530359065
0.0026499894000424	1.98379093560621
0.002749989000044	1.5424055627247
0.0028999884000464	1.44617192935417
0.0030999876000496	1.77078670540263
0.0032999868000528	1.91140021565976
0.003499986000056	1.64809421324778
0.0036999852000592	1.5338196621097
0.0038999844000624	1.66707863183239
0.0040999836000656	1.28284868290172
0.0042999828000688	1.36695374711139
0.004499982000072	1.32004817714298
0.0046999812000752	1.31166786499311
0.0048999804000784	1.45201095217066
0.0050999796000816	1.51414658122893
0.0052999788000848	1.42212219529318
0.005499978000088	1.2519124044174
0.0056999772000912	1.4011146158736
0.0058999764000944	1.96235150552233
0.0061999752000992	1.33441124320324
0.0065999736001056	1.34749786757337
0.006999972000112	1.04552805660502
0.0073999704001184	1.2075798215912
0.0077999688001248	1.40143771387266
0.0081999672001312	0.957369373825484
0.0085999656001376	1.11097644102238
0.008999964000144	1.27586471737786
0.0093999624001504	1.40898719894112
0.0097999608001568	1.33451590301621
0.0101999592001632	1.13628386156995
0.0105999576001696	1.26520943190731
0.010999956000176	1.43424356286234
0.0113999544001824	1.04139515221255
0.0117999528001888	1.28050178935537
0.0121999512001952	1.15488503226414
0.0127999488002048	1.31119977135257
0.0135999456002176	1.14308834361954
0.0143999424002304	1.04069221204208
0.0151999392002432	1.18263322779509
0.015999936000256	1.34712705895399
0.0167999328002688	1.15544791399728
0.0175999296002816	0.988328078217807
0.0183999264002944	0.940708533399934
0.0191999232003072	1.16186983852003
0.01999992000032	1.09182218264075
0.0207999168003328	0.856511474717756
0.0215999136003456	0.986471028229109
0.0223999104003584	0.901215237142375
0.0231999072003712	1.03288933941749
0.023999904000384	0.756416624611111
0.0247999008003968	0.763617904353872
0.025999896000416	0.899378774814478
0.0275998896004416	0.924005935940648
0.0291998832004672	0.851562886443051
0.0307998768004928	0.84607797828262
0.0323998704005184	0.763941661528716
0.033999864000544	0.729441609172226
0.0355998576005696	0.731593403817215
0.0371998512005952	0.763505255517179
0.0387998448006208	0.766262460236805
0.0403998384006464	0.592818964986514
0.041999832000672	0.705164009871412
0.0435998256006976	0.704240161878795
0.0451998192007232	0.642900541883388
0.0467998128007488	0.693374329229542
0.0483998064007744	0.740778641616561
0.0499998000008	0.517096394699156
0.0523997904008384	0.610102897932545
0.0555997776008896	0.502720948329243
0.0587997648009408	0.503058322484414
0.061999752000992	0.564969534248968
0.0651997392010432	0.490703846195089
0.0683997264010944	0.452482189192608
0.0715997136011456	0.427225575335242
0.0747997008011968	0.372153438173553
0.077999688001248	0.451267025945339
0.0811996752012992	0.457212909389218
0.0843996624013504	0.355893269247271
0.0875996496014016	0.327772937492129
0.0907996368014528	0.360704904741821
0.093999624001504	0.344102978684183
0.0971996112015552	0.322416507343745
0.100399598401606	0.296509128419257
0.105199579201683	0.381499390702294
0.111599553601786	0.314639848777722
0.117999528001888	0.308942890739491
0.12439950240199	0.276413306280466
0.130799476802093	0.243253512456336
0.137199451202195	0.223869528141696
0.143599425602298	0.289094429944571
0.1499994000024	0.224922713669722
0.156399374402502	0.293157836767551
0.162799348802605	0.253461199722944
0.169199323202707	0.238290387981103
0.17559929760281	0.210809868688625
0.181999272002912	0.179972974113803
0.188399246403014	0.211781829957313
0.194799220803117	0.209225620687721
0.201199195203219	0.157846541659232
0.210799156803373	0.230945498852005
0.223599105603578	0.149020657873479
0.236399054403782	0.131456254968011
0.249199003203987	0.144554321144289
0.261998952004192	0.103163100040481
0.274798900804397	0.126218721218439
0.287598849604602	0.110701869729434
0.300398798404806	0.126046724314511
0.313198747205011	0.0940060717481165
0.325998696005216	0.118892285487104
0.338798644805421	0.123937745638413
0.351598593605626	0.129722722291682
0.36439854240583	0.069875875449759
0.377198491206035	0.10823236296873
0.38999844000624	0.0685473650710962
0.402798388806445	0.0999712632728207
0.421998312006752	0.0903667928899508
0.447598209607162	0.0683163430562978
0.473198107207571	0.0744619902482418
0.498798004807981	0.0880786996984266
0.52439790240839	0.0891054417183583
0.5499978000088	0.0550901313839181
0.57559769760921	0.0739606340917104
0.601197595209619	0.0619265757520383
0.626797492810029	0.0479149187309175
0.652397390410438	0.0658042395465901
0.677997288010848	0.0253052333620762
0.703597185611257	0.0566038126421876
0.729197083211667	0.0567897835964161
0.754796980812077	0.0340371191238641
0.780396878412486	0.0483726871786431
0.805996776012896	0.0441490841839089
0.84439662241351	0.0457422672536361
0.895596417614329	0.0448186355630385
0.946796212815149	0.0249994040898051
